internal_temperature,pressure,external_temperature,timestamp
31.27000046,973.387207,30.8125,1226694
30.45999908,973.4135742,30.25,62997
30.56999969,973.4176636,30.4375,252758
31.06999969,973.4299927,30.625,680171
32.15000153,974.3334351,31.375,140301
30.87999916,973.3032837,30.8125,429682
31.47999954,973.3412476,30.25,569062
32.25999832,973.9883423,31.3125,193738
31.46999931,973.3220215,30.1875,705696
31.09000015,973.4544678,30.625,751522
31.04000092,973.4486084,30.5625,590603
32.54000092,971.5212402,32.8125,76047
32.31000137,974.0907593,31.3125,40481
30.36000061,973.4141235,30.125,44683
32.49000168,971.4909668,33,59348
30.87999916,973.4115601,30.75,293055
31.5,973.4413452,30.0625,200157
31.46999931,973.3418579,30.1875,698106
30.46999931,973.4326782,30.25,85768
32.25,973.9643555,31.3125,195256
30.37000084,973.4065552,30.125,56829
31.01000023,973.4475708,30.75,532911
32.33000183,974.2435913,31.1875,176541
30.88999939,973.4371948,30.75,305199
30.59000015,973.4591675,30.6875,16759
31.63999939,970.3170166,30.75,22537
30.87999916,973.3884277,30.75,277873
31.18000031,973.4449463,30.875,988354
31.5,973.4437256,30.0625,247219
32.41999817,974.0379028,30.9375,451323
31.14999962,973.4351807,30.75,904855
32.29999924,974.0720215,31.3125,34407
31.84000015,973.935791,31.25,5492
31.38999939,973.5112305,30.25,21018
32.34999847,974.2023315,31.1875,187167
32.38999939,974.1226807,31.25,302546
31.09000015,973.4254761,30.6875,739377
32.27000046,974.0023193,31.3125,167929
32.40999985,974.0925293,31.125,337463
32.33000183,974.2165527,31.25,153767
29.94000053,973.345459,29.4375,129287
30.71999931,973.3845215,30.6875,89628
30.86000061,973.3786011,30.8125,432718
32.54000092,971.4801025,32.8125,83637
32.40999985,974.0223999,30.5625,556077
29.92000008,973.359375,29.375,115623
32.20000076,974.3563843,31.375,176738
32.27000046,973.9782715,31.3125,330368
30.45000076,973.4067383,30.25,44779
31.47999954,973.4684448,30.0625,101479
31.18000031,973.4285278,30.875,989872
32.31999969,974.0859985,31.375,23215
31.47999954,973.3266602,30.1875,596389
32.40999985,974.1054077,31.125,342019
32.00999832,974.2689209,31.3125,53765
31.47999954,973.3265381,30.1875,588798
31.47999954,973.3467407,30.25,553881
30.62000084,973.4682617,30.4375,45258
32.18999863,974.3538208,31.375,169146
32.40999985,974.0203857,30.6875,521158
31.17000008,973.4212646,30.875,986836
31.47999954,973.4260254,30.25,341343
32.38000107,974.1159668,31.25,276737
30.47999954,973.3964233,30.25,88805
31.51000023,970.147644,30.75,11985
30.79000092,973.3947144,30.6875,147315
30.45000076,973.4140625,30.25,50851
31.46999931,973.3230591,30.1875,688996
30.85000038,973.4112549,30.8125,242955
32.11000061,974.3760986,31.3125,120563
32,974.2787476,31.3125,44657
32.25,974.0512695,31.3125,48830
32.25999832,974.0463867,31.3125,82230
32.34000015,974.0870972,31.3125,66096
32.31000137,974.1129761,31.3125,102718
31.47999954,973.2988892,30.1875,620678
31.47999954,973.3192139,30.1875,582726
32.29000092,974.0474854,31.3125,100448
32.41999817,974.0516968,31.0625,386044
30.77000046,973.3803101,30.6875,132133
32.83000183,971.5334473,31.75,32407
32,974.302124,31.3125,50729
29.87000084,973.3413086,29.375,83744
31.47999954,973.4057617,30.1875,426358
31.03000069,973.4578247,30.5625,584529
31.46999931,973.3386841,30.1875,714804
31.46999931,973.3197021,30.125,685960
32.52000046,971.4796753,32.9375,62383
31.54000092,970.1071777,30.75,21095
31.47999954,973.355957,30.25,481011
32.27000046,973.9934082,31.3125,301522
30.37999916,973.4138794,30.125,70491
32.41999817,974.0474854,31,419443
31.46999931,973.3565674,30.25,720876
32.31999969,974.1045532,31.3125,24733
30.40999985,973.3758545,30.1875,35320
30.87000084,973.4126587,30.8125,261172
32.34999847,974.0736084,31.3125,69131
32.27999878,974.0900269,31.3125,20744
31.95999908,974.3192139,31.3125,26440
30.98999977,973.4176025,30.75,481297
32.31000137,974.2546997,31.1875,120368
31.21999931,973.378418,30.875,1121947
31.5,973.4321899,30.125,215338
31.47999954,973.352356,30.3125,515926
32.29999924,974.1518555,31.3125,89055
32.31999969,974.2362671,31.25,130996
32.43000031,974.0526733,30.875,469541
32.81000137,971.543457,31.8125,23299
32.25,974.0418701,31.3125,68567
31.47999954,973.3928833,30.1875,420286
31.26000023,973.3817139,30.8125,1217587
31.96999931,974.269043,31.25,30994
31.48999977,973.4734497,30.0625,118179
32.31000137,974.0811157,31.3125,20177
31.07999992,973.3928223,30.625,721160
32.36999893,974.1481323,31.25,237265
32.27000046,973.9707031,31.3125,327332
32.40999985,974.0250244,30.9375,437660
32.40999985,974.0165405,30.75,499904
31.43000031,973.5170898,30.1875,39235
32.20000076,974.3675537,31.375,175220
29.94000053,973.3343506,29.4375,130806
30.39999962,973.3942871,30.1875,108442
31.47999954,973.3209229,30.25,567544
32.27000046,973.9815674,31.3125,342514
31.05999947,973.4362793,30.625,643737
32.38999939,974.008667,30.625,592511
32.59000015,971.6912231,33.125,14379
32.41999817,974.0661011,31.0625,411853
32.40999985,974.0092163,30.625,533304
32.36000061,974.1431274,31.375,167996
32.29000092,974.0401611,31.25,115629
31.02000046,973.430481,30.6875,552648
30.42000008,973.3989258,30.1875,47464
31.05999947,973.4455566,30.5625,648291
29.80999947,973.3347168,29.375,62492
31.47999954,973.3945923,30.1875,385369
32.31999969,974.1210938,31.3125,134596
30.38999939,973.4165649,30.125,97816
32.25999832,973.9790649,31.3125,271162
31.18000031,970.1571655,30.8125,4396
32.40000153,974.1184082,31.1875,319246
32.77999878,971.5787354,31.875,16658
32.34000015,974.229248,31.1875,167431
30.54999924,973.4240723,30.4375,210251
31.47999954,973.4685059,30.125,93889
31.47999954,973.4260254,30.1875,424840
32.16999817,974.3468628,31.3125,157002
32.38999939,974.1084595,31.25,281292
31.47999954,973.4500122,30.125,99961
30.45999908,973.4135742,30.25,58443
32.72000122,975.1501465,32.6875,112880
31.25,973.3457031,30.875,1200888
31.21999931,973.3840332,30.9375,1103730
32.18999863,973.8981323,31.25,22191
32.33000183,974.079895,31.3125,61542
32.31000137,974.12677,31.3125,76912
32.72999954,971.5845337,31.8125,6599
30.95000076,973.4101563,30.8125,409948
30.88999939,973.4519043,30.75,306719
32.25999832,974.1090698,31.3125,44842
31.46999931,973.3106079,30.125,660153
32.29000092,974.6188965,31.25,20235
30.38999939,973.3759155,30.1875,32284
32.31999969,974.0990601,31.3125,55468
32.22000122,974.0396729,31.3125,32130
32.25,973.9406128,31.25,75325
32.09000015,974.3147583,31.3125,108420
31.48999977,973.414856,30.125,283654
30.38999939,973.3931274,30.125,84154
32.29000092,974.2425537,31.25,105188
32.41999817,974.0829468,31.125,366308
31.18000031,973.4301758,30.8125,994427
32.31000137,974.111084,31.3125,79948
31.47999954,973.2843018,30.1875,628270
30.45999908,973.4098511,30.25,56925
30.52000046,973.4381104,30.3125,152564
31.27000046,973.3538818,30.8125,1229731
31.48999977,973.416626,30.1875,315535
31.11000061,973.4578857,30.625,780366
30.65999985,973.4425659,30.6875,47124
31.23999977,973.3735962,30.875,1167491
31.21999931,973.37677,30.9375,1099176
31.47999954,973.3800659,30.25,506819
30.56999969,973.4039307,30.4375,242132
32.27000046,973.9578247,31.3125,119349
30.96999931,973.4004517,30.8125,441828
31.48999977,973.3486938,30.1875,409660
31.26000023,973.4092407,30.8125,1223658
32.74000168,975.1564331,31.375,49123
29.90999985,973.3336182,29.375,112587
30.56999969,973.4564209,30.6875,13723
32.40000153,974.015625,30.5625,580366
31.27000046,973.3704834,30.8125,1243393
31.15999985,973.4126587,30.8125,953436
32.25999832,974.2717285,31.25,80896
32.40999985,974.0165405,30.6875,519640
31.56999969,970.0592041,30.75,42348
32.20000076,974.2810059,31.25,42942
30.57999992,973.428833,30.4375,246686
31.5,973.4068604,30.0625,268473
31.07999992,973.4001465,30.625,710535
32.68000031,971.4329834,31.6875,9441
30.82999992,973.4014282,30.75,201967
31.19000053,973.4054565,30.9375,1039968
32.27000046,973.9558716,31.3125,136049
29.79999924,973.3075562,29.375,59456
29.80999947,973.3233643,29.375,64010
32.41999817,974.0734253,31.0625,375418
31.47999954,973.3082275,30.1875,607017
32.74000168,975.1490479,31.375,55197
32.75999832,975.144165,31.375,38498
31.05999947,973.430603,30.625,657400
31.47999954,973.4365845,30.1875,291244
32.52999878,971.4974976,32.875,74529
32.20000076,974.0150146,31.3125,19986
31.5,973.4396362,30.1875,174350
32.58000183,971.6866455,33.4375,26525
32.25999832,973.9689331,31.25,289379
32.27000046,974.0186768,31.3125,174001
32.27000046,974.0076294,31.375,344032
31.47999954,973.3817139,30.25,474939
30.88999939,973.3986206,30.75,308237
31.11000061,973.3951416,30.6875,813765
32.25999832,974.0465698,31.3125,79194
32.36999893,974.1534424,31.1875,246374
32.15999985,973.9987793,31.3125,7842
30.5,973.4779053,30.25,114612
31.20999908,973.3811035,30.9375,1071849
30.88999939,973.3961182,30.8125,420574
31.5,973.4654541,30.125,150060
32.38999939,974.1398315,31.25,282810
32.27999878,974.263855,31.25,91524
30.92000008,973.4210815,30.75,361370
32.34999847,974.236084,31.1875,188687
31.10000038,973.4634399,30.6875,778848
32.25,973.9626465,31.3125,255980
31.47999954,973.3356934,30.1875,584244
31.47999954,973.4260254,30.125,310981
32.41999817,974.0452881,31,434624
32.38000107,974.121582,31.1875,266108
32.43000031,974.0158081,30.9375,445252
32.31000137,974.0761108,31.25,61730
32.24000168,974.2857666,31.25,61160
31.45999908,970.1558838,30.75,5913
29.90999985,973.3632202,29.4375,109551
30.64999962,973.4468994,30.6875,39534
30.76000023,973.3862305,30.6875,124543
31.06999969,973.4198608,30.6875,669544
30.81999969,973.3377075,30.75,198931
31.46999931,973.3043823,30.1875,597907
32.31000137,974.1034546,31.3125,51105
30.54000092,973.4318848,30.375,188998
32.25999832,973.9989014,31.3125,183110
30.85000038,973.3948364,30.8125,232327
31.03000069,973.4431152,30.625,567830
30.98999977,973.4234619,30.75,487369
31.27000046,973.3704834,30.8125,1237321
31.47999954,973.3853149,30.1875,333752
30.70999908,973.3903809,30.6875,86591
32.38999939,974.100647,31.1875,299510
32.40000153,974.104126,31.1875,308620
30.70999908,973.4000244,30.6875,79001
32.72999954,975.1417847,31.4375,56715
32.31000137,974.1259155,31.3125,57176
31.47999954,973.416748,30.25,359561
31.40999985,973.4703369,30.1875,25572
32.31000137,974.2840576,31.25,126442
32.25999832,973.9607544,31.25,81397
32.40000153,974.0261841,30.5625,568220
31,973.4609375,30.75,507104
30.43000031,973.382019,30.1875,71754
31.13999939,973.4523315,30.75,872974
32.25999832,973.9440918,31.3125,95060
31.46999931,973.4584351,30.125,80226
31.22999954,973.3746948,30.875,1144720
32.31000137,974.1347046,31.375,130043
32.47000122,971.5136719,33.125,27465
31.11000061,973.4414063,30.6875,784922
32.34999847,974.1585693,31.375,157368
31.86000061,974.0195923,31.3125,4806
32.41999817,974.0184326,31.0625,395153
32.40999985,974.027832,30.625,528750
30.92000008,973.3979492,30.75,426646
30.96999931,973.4351807,30.75,452453
30.43000031,973.4096069,30.1875,68718
31.47999954,973.3817139,30.25,537180
32.29999924,974.6237793,31.3125,27827
31.46999931,973.3676758,30.1875,728468
32.27000046,974.0131226,31.3125,149713
31.48999977,973.4254761,30.0625,259365
32.25999832,973.9441528,31.25,98095
32.18000031,974.2597656,31.25,35350
32.25999832,973.9569702,31.3125,93542
31.12999916,973.4475098,30.75,844130
29.82999992,973.3573608,29.375,70083
32.34000015,974.2218628,31.25,171987
30.43000031,973.3894043,30.1875,25045
32.58000183,971.7160645,33.3125,23489
30.55999947,973.4382935,30.4375,214805
32.24000168,974.2471924,31.25,62678
32.41999817,974.02948,30.75,492313
30.42000008,973.3859253,30.1875,17454
31.23999977,973.3766479,30.8125,1190262
30.39999962,973.3925171,30.1875,27730
31.15999985,973.453125,30.8125,924591
31.11000061,973.4503174,30.6875,816801
31.94000053,974.2854614,31.3125,20366
32.27000046,973.9984131,31.3125,325814
32.11999893,974.2576294,31.25,11061
32.41999817,974.0681763,31.0625,389081
32.13000107,974.232666,31.25,15615
32.40999985,974.0739136,30.6875,543931
32.54999924,971.4963379,32.75,94264
30.46999931,973.3726807,30.25,76659
31.17000008,973.4689331,30.875,991390
32.25999832,973.9865723,31.25,88987
30.80999947,973.4081421,30.75,173124
31.10000038,973.4525146,30.625,775812
31.47999954,973.3707886,30.25,468865
32.25,973.9884644,31.3125,239280
32.27999878,974.2629395,31.25,99114
31.47999954,973.3598633,30.1875,600943
30.93000031,973.4190674,30.75,370477
32.27000046,974.2436523,31.25,90006
32.38000107,974.1621094,31.1875,264590
31.22999954,973.3364868,30.8125,1255539
31.18000031,973.4376831,30.875,992908
32.25999832,974.1221924,31.3125,11636
32.25999832,974.015564,31.3125,83748
32.41999817,974.0036011,31.0625,405781
32.40999985,974.0223389,30.625,546968
31.13999939,973.4229736,30.6875,877530
30.46999931,973.4001465,30.3125,81213
32.02000046,974.3146973,31.3125,70465
30.72999954,973.3990479,30.6875,94182
32.24000168,973.9735718,31.3125,228655
32.27000046,973.9689941,31.3125,116313
32.06999969,974.3040771,31.3125,103864
30.54999924,973.4664307,30.4375,201143
32.38000107,974.1584473,31.25,258518
31.47999954,973.421814,30.1875,321607
31.07999992,973.4041138,30.625,686243
32.29999924,974.2536011,31.25,106706
30.5,973.4375,30.3125,117648
32.38000107,974.1253052,31.25,253964
32.36000061,974.1634521,31.1875,216011
